email|amount|accountA|accountB
Hey!! Charles Smith. Can we do the following? I need to transfer $2151585 from this account I have called 20913Q91 to my other account titled V7UWU661. Thanks! Best Regards, Tammy Young|2151585|20913Q91|V7UWU661
we need to do the following today my friend. Please take $6982947 from RPKJXPG26B1A and put this in account Q0TYMRX0|6982947|RPKJXPG26B1A|Q0TYMRX0
Hi, can you please assist me with the following? I need $2926400 moved into W88from 10AZNF1. Thank you very much :D|2926400|10AZNF1|W88
Hey Antonio Cooper! Please move $2462778 from account HW3A to account VNF. Thanks! Send me an email back when it's done! Thanks :D :D|2462778|HW3A|VNF
Joseph Cooper I need you to do the following. Please transfer $9954662 from U527798GUto KRV5M7145CD. Thank you so much.|9954662|U527798GU|KRV5M7145CD
Hi, can you please assist me with the following? I need $9433794 moved into AGH0DHfrom F6Z9DS51. Thank you very much :D|9433794|F6Z9DS51|AGH0DH
Hi, can you please assist me with the following? I need 7853317 moved into B6YPS22TEYHY from L2E005ZOAF. Thank you!|7853317|L2E005ZOAF|B6YPS22TEYHY
Hi this is Theresa Watson. I need you to do the following. Please help me transfer 3151043 from MXCT6XNAZHLL into O68JYNAF. Thanks.|3151043|MXCT6XNAZHLL|O68JYNAF
Hey Jonathan Callahan! Please move $9151184 from account YJ0N9F6H2 to account 4IOADBI4Q9G. Thanks! Send me an email back when it's done! Thanks :D :D|9151184|YJ0N9F6H2|4IOADBI4Q9G
Hi ,Patricia Johnson please transfer 3024807 from account TSBK783KOCV to account HUG0.|3024807|TSBK783KOCV|HUG0
Transfer 2542375 from SNYE48X to account PZTBL7LYGCR.|2542375|SNYE48X|PZTBL7LYGCR
Hey!! Julia Cantu It's Patrick Webb. Can you help me do something? I need to transfer $7154812 from this account I have called TJKT1 to my other account titled X4F. Can you do this for me?|7154812|TJKT1|X4F
This needs immediate attention. Please carefully move 6735203 in the form of US dollars from GUMD0JWJJ7I7 into account NMV0O. Sincerely.|6735203|GUMD0JWJJ7I7|NMV0O
Hi this is Lisa Moore. I need you to do the following. Please help me transfer 2583071 from V8KXPD0X3TR into 6Z13UUC. Thanks.|2583071|V8KXPD0X3TR|6Z13UUC
James Cruz I need you to do the following. Please transfer $6820602 from A7Eto ZJD8DNYPVR. Thank you so much.|6820602|A7E|ZJD8DNYPVR
Please do the following: take account 4IFNK7KX8ETW and move $2140594 to account V5270XBQ4NJ9.|2140594|4IFNK7KX8ETW|V5270XBQ4NJ9
This needs immediate attention. Please carefully move 1936897 in the form of US dollars from 1XP5GKF into account RO9WH. Sincerely.|1936897|1XP5GKF|RO9WH
The following action needs to be taken. Please move 3046626 from 56N6EO0UR62 to account UNBNRL. Thank you very much.|3046626|56N6EO0UR62|UNBNRL
we need to do the following today my friend. Please take $4831009 from 0QRQF9B6G1H and put this in account 7MYK56|4831009|0QRQF9B6G1H|7MYK56
Hi, can you please assist me with the following? I need $9754469 moved into KF4Y2O3WEMfrom WYWUVUH6ZTNC. Thank you very much :D|9754469|WYWUVUH6ZTNC|KF4Y2O3WEM
move $2854542 from SWFIR4 into account SXR29KSGO.|2854542|SWFIR4|SXR29KSGO
The following action needs to be taken. Please move 8258950 from 2Z5D77H94 to account DNA9R9F. Thank you very much.|8258950|2Z5D77H94|DNA9R9F
Today we need to move $1803180 from account TXIBX65VO to this account titled ZZ6E34.Thanks so much.|1803180|TXIBX65VO|ZZ6E34
The following action needs to be taken. Please move 5840383 from LDKE2TCU to account 834OIN8ADM. Thank you very much.|5840383|LDKE2TCU|834OIN8ADM
We will be transferring $7161130from 07M to account J7DCMH7HQ. Please confirm when this is finished.|7161130|07M|J7DCMH7HQ
Please do the following: take account C9IJZ and move $105792 to account XO5.|105792|C9IJZ|XO5
Move money from account HFRGGZ to account J7E9FZ of the amount $2174075. Thank you!|2174075|HFRGGZ|J7E9FZ
Hi this is Scott Diaz. I need you to do the following. Please help me transfer 875564 from QTYDNP into 48B32Q. Thanks.|875564|QTYDNP|48B32Q
Please do the following: take account CVJE0606 and move $81578 to account BNXH6QU6IG3V.|81578|CVJE0606|BNXH6QU6IG3V
Hey!! Brian Fisher It's Joann Pena. Can you help me do something? I need to transfer $4278117 from this account I have called WQHIM to my other account titled R45BK. Can you do this for me?|4278117|WQHIM|R45BK
we need to do the following today my friend. Please take $470908 from L561YD7CLNH and put this in account WAKJ56DYFP|470908|L561YD7CLNH|WAKJ56DYFP
We need to take the following action immediately! Move $7755456 into account GFBR82QLQ7X1 from account XESEKWQ6ZXYI!|7755456|XESEKWQ6ZXYI|GFBR82QLQ7X1
Hey!! Jason Wade. Can we do the following? I need to transfer $2348069 from this account I have called 78F to my other account titled OBK9. Thanks! Best Regards, Jared Townsend|2348069|78F|OBK9
move $5235805 to MFE from 89XIQC. Thanks.|5235805|89XIQC|MFE
Please do the following: take account JU4V3C and move $4387723 to account Y1OV.|4387723|JU4V3C|Y1OV
move $2877728 to ICMV39EC2M8 from 7YXGQ4C. Thanks.|2877728|7YXGQ4C|ICMV39EC2M8
Do the following Morgan Crawford. Move $4945725 from this account called T1IYG1N1RD to account NL04UBIW9F. Thanks. We need this done ASAP. We have a client waiting.|4945725|T1IYG1N1RD|NL04UBIW9F
move $4603014 from 4H94KHF7Q into account NHB5R1N2O1RL.|4603014|4H94KHF7Q|NHB5R1N2O1RL
Hi, can you please assist me with the following? I need $7044106 moved into YHRMBNRfrom 439R409BPJTS. Thank you very much :D|7044106|439R409BPJTS|YHRMBNR
move $423844 to 3N2Y from LNFMX5. Thanks.|423844|LNFMX5|3N2Y
Hi ,Ethan Brewer please transfer 1509043 from account JIS50S to account ELTL.|1509043|JIS50S|ELTL
Today we need to move $2237079 from account TDMNK to this account titled 8HS0Z4QE.Thanks so much.|2237079|TDMNK|8HS0Z4QE
we need to do the following today my friend. Please take $9150456 from 9DX0QPT4PU1J and put this in account V0R3|9150456|9DX0QPT4PU1J|V0R3
The following action needs to be taken. Please move 1025135 from FW2JKCOZN8PE to account KJFGHX4JJM. Thank you very much.|1025135|FW2JKCOZN8PE|KJFGHX4JJM
Hi ,Kathryn Robertson please transfer 7112398 from account OXZU5CJHIO to account 7XNU6.|7112398|OXZU5CJHIO|7XNU6
Transfer 319288 from UFND to account 69V0D07Q0OY.|319288|UFND|69V0D07Q0OY
Today we need to move $1713241 from account KSRAV59UK to this account titled BEW24.Thanks so much.|1713241|KSRAV59UK|BEW24
Move money from account 2C9YQBC5EXF to account 512WNYC0LUJM of the amount $6234471. Thank you!|6234471|2C9YQBC5EXF|512WNYC0LUJM
Hey Kimberly Forbes! Please move $3388533 from account 41YDYEMAUH0J to account 2X7ETU0MROQ1. Thanks! Send me an email back when it's done! Thanks :D :D|3388533|41YDYEMAUH0J|2X7ETU0MROQ1
Hi, can you please assist me with the following? I need 3509985 moved into FSHBKIVL92 from HSSRIN71ZQF. Thank you!|3509985|HSSRIN71ZQF|FSHBKIVL92
Hello, how are you doing? I need $8338564 moved from 03Y to 36TBVG2.|8338564|03Y|36TBVG2
Hey!! Stephen Myers It's Nancy Thompson. Can you help me do something? I need to transfer $3824442 from this account I have called HQ7PBG6 to my other account titled L3H. Can you do this for me?|3824442|HQ7PBG6|L3H
Account OHLJGPF needs $8310376 transferred to DFZMU8E.|8310376|OHLJGPF|DFZMU8E
we need to do the following today my friend. Please take $1208713 from 0IRLF8F2U and put this in account B9OQ3FFVJJM|1208713|0IRLF8F2U|B9OQ3FFVJJM
Jacob Greene Please transfer $3503939 from K8B9QMP6IUto JQFBSE07. Thank you so much. Best Regards, Destiny Dunn|3503939|K8B9QMP6IU|JQFBSE07
Melinda Lawrence Please transfer $8084983 from ZEO2D7TXVKTJto 4AZKBE19ZDEK. Thank you so much. Best Regards, Nancy Myers|8084983|ZEO2D7TXVKTJ|4AZKBE19ZDEK
Hey William Torres, we need to do the following. We need to transfer 364573 from account 7IEKVYX1 into J911. We need this done ASAP. Thank you.|364573|7IEKVYX1|J911
Please do the following: take account NGJKPNUOSDN4 and move $342966 to account QSKVUXHVGT.|342966|NGJKPNUOSDN4|QSKVUXHVGT
Hi this is Jordan Brown. I need you to do the following. Please help me transfer 5335208 from DE03B160 into W1XPG5. Thanks.|5335208|DE03B160|W1XPG5
Hi ,Patricia Campbell please transfer 48752 from account DGJISTF9F to account F6EV73P3.|48752|DGJISTF9F|F6EV73P3
This needs immediate attention. Please carefully move 8145398 in the form of US dollars from QQ6L48T into account EKNF453X. Sincerely.|8145398|QQ6L48T|EKNF453X
Today we need to move $1168529 from account NOY to this account titled GBVZO330B2.Thanks so much.|1168529|NOY|GBVZO330B2
Please do the following: take account XJQJQR and move $6700019 to account 7T4N.|6700019|XJQJQR|7T4N
Hi ,Adrienne Smith please transfer 1063006 from account FHHRHMKUP to account SK9L7W7J7.|1063006|FHHRHMKUP|SK9L7W7J7
Hey!! Patrick Collins. Can we do the following? I need to transfer $3092947 from this account I have called D7NFXUV1 to my other account titled JDYBL47. Thanks! Best Regards, Douglas Rivas|3092947|D7NFXUV1|JDYBL47
Today we need to move $2141034 from account K0YFNVM3 to this account titled JHXE1.Thanks so much.|2141034|K0YFNVM3|JHXE1
Today we need to move $5556655 from account LVFD to this account titled E14NBDTMKPN1.Thanks so much.|5556655|LVFD|E14NBDTMKPN1
Hey!! Amy Davis. Can we do the following? I need to transfer $2790581 from this account I have called EHSF9ZTJ1 to my other account titled GG52ZL0V. Thanks! Best Regards, Kevin Nichols|2790581|EHSF9ZTJ1|GG52ZL0V
we need to do the following today my friend. Please take $2796885 from 8EAW6PL and put this in account 31E7PQ771I|2796885|8EAW6PL|31E7PQ771I
Time to move 2764068 in USD from account 4805719MM5TS to H4IDHRNDW. Let me know when this is done, thanks!|2764068|4805719MM5TS|H4IDHRNDW
Please move $7728931 into account 488FITZ from 4W0XKJMYYWEF|7728931|4W0XKJMYYWEF|488FITZ
Hi, can you please assist me with the following? I need $8653990 moved into ITELO04N2from F6XD3. Thank you very much :D|8653990|F6XD3|ITELO04N2
We need to take the following action immediately! Move $2971775 into account GBCV3KM58I from account QCHHJTVA!|2971775|QCHHJTVA|GBCV3KM58I
Let's move $9293385 from account W9LNW3SZ to account 7IB0. Sound good?|9293385|W9LNW3SZ|7IB0
Move money from account HDZ5Y76E to account 1FCS2J of the amount $692594. Thank you!|692594|HDZ5Y76E|1FCS2J
Jason Henderson I need you to do the following. Please transfer $679421 from Y3TNY9IOGRto 6H2E7CZRTFX. Thank you so much.|679421|Y3TNY9IOGR|6H2E7CZRTFX
Hi ,Julia Duncan please transfer 210166 from account CBEAQFYEAPM to account LAI.|210166|CBEAQFYEAPM|LAI
Let's move $7227535 into WIAYEDVIDPIL from account L104. Thanks.|7227535|L104|WIAYEDVIDPIL
We will be transferring $6264993from JZ1RKVVB to account K340. Please confirm when this is finished.|6264993|JZ1RKVVB|K340
Hi, can you please assist me with the following? I need $6311160 moved into GHUIQUM6from VU6XOQ. Thank you very much :D|6311160|VU6XOQ|GHUIQUM6
Eileen Burton Please transfer $5737808 from 48VRV8E7WWVWto 8OW626T. Thank you so much. Best Regards, Patricia Davis|5737808|48VRV8E7WWVW|8OW626T
Hey!! Lisa Stewart It's Pamela Romero. Can you help me do something? I need to transfer $446077 from this account I have called PCDVH198YG9F to my other account titled C0VUV4G3NS. Can you do this for me?|446077|PCDVH198YG9F|C0VUV4G3NS
Please move $4199662 into account RQ9XJW11X from VD8GJC496DIS|4199662|VD8GJC496DIS|RQ9XJW11X
Hello, how are you doing? I need $7156448 moved from BI6C5YRX to 2S5.|7156448|BI6C5YRX|2S5
Kimberly English Please transfer $8140417 from OIKZto QJ24X2F. Thank you so much. Best Regards, Dylan Anderson|8140417|OIKZ|QJ24X2F
Today we need to move $778524 from account 3T5 to this account titled JNE8B37UD.Thanks so much.|778524|3T5|JNE8B37UD
The following action needs to be taken. Please move 4450811 from 21NJTW5LGK4M to account RQQY. Thank you very much.|4450811|21NJTW5LGK4M|RQQY
Let's move $5442620 from account 803Q to account C2BWFVJ6. Sound good?|5442620|803Q|C2BWFVJ6
Brian Simpson Please transfer $6105682 from 73LWFO0UUto IX2TE. Thank you so much. Best Regards, Audrey Moore|6105682|73LWFO0UU|IX2TE
Let's move $1131467 into 3H4Q2DT from account VOW. Thanks.|1131467|VOW|3H4Q2DT
move $2881621 to XZXY from J4H. Thanks.|2881621|J4H|XZXY
We will be transferring $4202034from account RLNR894H1to account ITYNWN. This needs to be done today. Thanks!|4202034|RLNR894H1|ITYNWN
Hey!! Omar Vasquez It's Nicole Velez. Can you help me do something? I need to transfer $7252153 from this account I have called 0BFE37FGHCY0 to my other account titled Y36DHN8I32. Can you do this for me?|7252153|0BFE37FGHCY0|Y36DHN8I32
Hey Joseph French! Please move $131521 from account 8XAWP7 to account 3HM1KI1EJ. Thanks! Send me an email back when it's done! Thanks :D :D|131521|8XAWP7|3HM1KI1EJ
Hey Stephanie Mejia, we need to do the following. We need to transfer 6757037 from account E2KN48 into EDZI8BCSJ. We need this done ASAP. Thank you.|6757037|E2KN48|EDZI8BCSJ
Time to move 4216226 in USD from account 8AGQE to SNNKFL00PN. Let me know when this is done, thanks!|4216226|8AGQE|SNNKFL00PN
we need to do the following today my friend. Please take $1367249 from OO4Q and put this in account RZSE|1367249|OO4Q|RZSE
Move money from account Y3S to account 7HN83EBP1BB of the amount $7817891. Thank you!|7817891|Y3S|7HN83EBP1BB
Move money from account X2VPM5E8ZE to account T8JXGQZJTOX of the amount $9604906. Thank you!|9604906|X2VPM5E8ZE|T8JXGQZJTOX
Hello, how are you doing? I need $8092394 moved from XERX to LSNOYU.|8092394|XERX|LSNOYU
Please do the following: take account HLX3M and move $545449 to account H9HCAQZL826W.|545449|HLX3M|H9HCAQZL826W
Time to move 1035223 in USD from account GL39I4H4I to MM5X83J2FY. Let me know when this is done, thanks!|1035223|GL39I4H4I|MM5X83J2FY
Account AXRBWB0BV needs $7737751 transferred to M7B4H8UTL9H.|7737751|AXRBWB0BV|M7B4H8UTL9H
Please move $3635239 into account 2O09OK from TGV02YVL|3635239|TGV02YVL|2O09OK
move $1203495 to 7SZ4VN4F9EJG from 9L9A. Thanks.|1203495|9L9A|7SZ4VN4F9EJG
Kimberly Preston I need you to do the following. Please transfer $2071587 from 1YG7FJA5to 4HZ6. Thank you so much.|2071587|1YG7FJA5|4HZ6
Hey!! Jason Strickland. Can we do the following? I need to transfer $7138125 from this account I have called 5ON5NH386XI to my other account titled 8B9YCB1. Thanks! Best Regards, Jodi Hawkins|7138125|5ON5NH386XI|8B9YCB1
We will be transferring $768107from account FMZ0WCto account S6ECBHNS3MS. This needs to be done today. Thanks!|768107|FMZ0WC|S6ECBHNS3MS
Hi, can you please assist me with the following? I need $8782225 moved into KR7NUV69DYfrom 6221J5QAR. Thank you very much :D|8782225|6221J5QAR|KR7NUV69DY
We will be transferring $637935from 8SPT5CMLO to account YRQFV. Please confirm when this is finished.|637935|8SPT5CMLO|YRQFV
move $2592300 from NPYQHOO2S into account VO3A.|2592300|NPYQHOO2S|VO3A
Let's move $4653800 from account KCMD to account H68. Sound good?|4653800|KCMD|H68
Hi, can you please assist me with the following? I need $5266243 moved into R5HL22from YWSZCVELQDM. Thank you very much :D|5266243|YWSZCVELQDM|R5HL22
Suzanne Ramos Please transfer $1569880 from XL1B2WFM3to CWKKEGJ. Thank you so much. Best Regards, Alan Foster|1569880|XL1B2WFM3|CWKKEGJ
move $4932533 from I7E into account O4U9WGR.|4932533|I7E|O4U9WGR
We need to take the following action immediately! Move $9092179 into account GT77U3 from account 4QMJFYVB9B9M!|9092179|4QMJFYVB9B9M|GT77U3
Hey!! Natalie Marshall. Can we do the following? I need to transfer $8987263 from this account I have called HJXVO to my other account titled VOUM2QCV2W. Thanks! Best Regards, Amanda Singleton|8987263|HJXVO|VOUM2QCV2W
The following action needs to be taken. Please move 6704970 from U0VX0EJW5H2P to account 5KGYOU. Thank you very much.|6704970|U0VX0EJW5H2P|5KGYOU
Hey!! Taylor Taylor. Can we do the following? I need to transfer $8909794 from this account I have called SNFVKQER7 to my other account titled Q6H3. Thanks! Best Regards, Ryan Trujillo|8909794|SNFVKQER7|Q6H3
Hey!! Michelle Hutchinson. Can we do the following? I need to transfer $1073938 from this account I have called FD4CYY0 to my other account titled SISQJB3. Thanks! Best Regards, Katherine Lane|1073938|FD4CYY0|SISQJB3
Move money from account 86VW7VZBOJ0H to account CN73 of the amount $3410425. Thank you!|3410425|86VW7VZBOJ0H|CN73
This needs immediate attention. Please carefully move 4028984 in the form of US dollars from PW2IY88L4KV into account JY8ES9CPNC. Sincerely.|4028984|PW2IY88L4KV|JY8ES9CPNC
we need to do the following today my friend. Please take $503926 from IMDOVDN and put this in account 95FK|503926|IMDOVDN|95FK
Hey!! Andrea Dunn. Can we do the following? I need to transfer $5431370 from this account I have called 6Q8AWY1D to my other account titled J1F1U. Thanks! Best Regards, John Dixon|5431370|6Q8AWY1D|J1F1U
Hi ,John Graham please transfer 6496659 from account LV62Q to account KP50AI6U.|6496659|LV62Q|KP50AI6U
Mitchell Cowan I need you to do the following. Please transfer $84718 from DYDXPNZ1E2Lto KMUH. Thank you so much.|84718|DYDXPNZ1E2L|KMUH
Hey Jessica Vasquez, we need to do the following. We need to transfer 9680447 from account BG7Y into 2Z64MF8S. We need this done ASAP. Thank you.|9680447|BG7Y|2Z64MF8S
Hi, can you please assist me with the following? I need $2092170 moved into NGUYKJFXfrom 9YS. Thank you very much :D|2092170|9YS|NGUYKJFX
We need to take the following action immediately! Move $2473839 into account 6QXQ from account IGMQR!|2473839|IGMQR|6QXQ
Hey!! Barbara Grant. Can we do the following? I need to transfer $846648 from this account I have called LYV to my other account titled BU9GDR. Thanks! Best Regards, Jeffrey Lopez|846648|LYV|BU9GDR
The following action needs to be taken. Please move 519953 from AQIWEUE90E to account 2G8ZV2GS9. Thank you very much.|519953|AQIWEUE90E|2G8ZV2GS9
